Date;Open;High;Low;Close;Adj Close;Volume
01/02/2017;3.910.000.000;3.980.000.000;3.900.000.000;3.940.000.000;3.276.864.014;77648400
02/02/2017;3.940.000.000;3.980.000.000;3.900.000.000;3.950.000.000;3.285.180.664;73895600
03/02/2017;3.900.000.000;3.970.000.000;3.900.000.000;3.950.000.000;3.285.180.664;59225000
06/02/2017;3.940.000.000;3.960.000.000;3.910.000.000;3.960.000.000;3.293.497.559;52999700
07/02/2017;3.930.000.000;3.960.000.000;3.920.000.000;3.920.000.000;3.260.229.980;66017500
08/02/2017;3.900.000.000;3.920.000.000;3.860.000.000;3.870.000.000;3.218.645.508;115706000
09/02/2017;3.870.000.000;3.910.000.000;3.860.000.000;3.870.000.000;3.218.645.508;78090700
10/02/2017;3.870.000.000;3.910.000.000;3.860.000.000;3.890.000.000;3.235.279.541;91636700
13/02/2017;3.920.000.000;3.920.000.000;3.900.000.000;3.920.000.000;3.260.229.980;54547600
14/02/2017;3.900.000.000;3.900.000.000;3.840.000.000;3.860.000.000;3.210.328.613;146309400
15/02/2017;3.860.000.000;3.860.000.000;3.860.000.000;3.860.000.000;3.210.328.613;0
16/02/2017;3.880.000.000;3.890.000.000;3.840.000.000;3.870.000.000;3.218.645.508;127779400
17/02/2017;3.890.000.000;3.890.000.000;3.850.000.000;3.870.000.000;3.218.645.508;80814700
20/02/2017;3.860.000.000;3.880.000.000;3.850.000.000;3.870.000.000;3.218.645.508;26820400
21/02/2017;3.880.000.000;3.890.000.000;3.860.000.000;3.880.000.000;3.226.962.402;49368500
22/02/2017;3.880.000.000;3.890.000.000;3.850.000.000;3.880.000.000;3.226.962.402;74260200
23/02/2017;3.860.000.000;3.870.000.000;3.830.000.000;3.840.000.000;3.193.694.824;122760100
24/02/2017;3.830.000.000;3.870.000.000;3.830.000.000;3.840.000.000;3.193.694.824;71119600
27/02/2017;3.850.000.000;3.890.000.000;3.850.000.000;3.870.000.000;3.218.645.508;54712100
28/02/2017;3.860.000.000;3.900.000.000;3.850.000.000;3.850.000.000;3.202.011.475;65928100
01/03/2017;3.870.000.000;3.890.000.000;3.840.000.000;3.850.000.000;3.202.011.475;79662500
02/03/2017;3.870.000.000;3.870.000.000;3.830.000.000;3.830.000.000;3.185.377.686;59748700
03/03/2017;3.820.000.000;3.870.000.000;3.810.000.000;3.850.000.000;3.202.011.475;92350100
06/03/2017;3.860.000.000;3.920.000.000;3.850.000.000;3.920.000.000;3.260.229.980;99064100
07/03/2017;3.920.000.000;3.950.000.000;3.890.000.000;3.950.000.000;3.285.180.664;61945400
08/03/2017;3.920.000.000;3.930.000.000;3.880.000.000;3.880.000.000;3.226.962.402;31336300
09/03/2017;3.960.000.000;3.960.000.000;3.880.000.000;3.960.000.000;3.293.497.559;83224900
10/03/2017;3.970.000.000;3.990.000.000;3.910.000.000;3.950.000.000;3.285.180.664;70318300
13/03/2017;3.940.000.000;3.970.000.000;3.920.000.000;3.950.000.000;3.285.180.664;54433000
14/03/2017;3.950.000.000;4.070.000.000;3.950.000.000;4.050.000.000;3.368.349.854;122779100
15/03/2017;4.030.000.000;4.080.000.000;4.010.000.000;4.040.000.000;3.360.033.203;80434200
16/03/2017;4.060.000.000;4.150.000.000;4.060.000.000;4.140.000.000;3.443.201.904;123306900
17/03/2017;4.140.000.000;4.140.000.000;4.030.000.000;4.110.000.000;3.418.251.465;123085600
20/03/2017;4.100.000.000;4.110.000.000;4.050.000.000;4.100.000.000;3.409.934.326;87628300
21/03/2017;4.060.000.000;4.120.000.000;4.060.000.000;4.090.000.000;3.401.617.676;75349600
22/03/2017;4.060.000.000;4.080.000.000;4.010.000.000;4.070.000.000;3.384.983.887;110927600
23/03/2017;4.070.000.000;4.100.000.000;4.050.000.000;4.090.000.000;3.401.617.676;72319900
24/03/2017;4.080.000.000;4.110.000.000;4.050.000.000;4.080.000.000;3.393.300.781;71877500
27/03/2017;4.080.000.000;4.090.000.000;4.070.000.000;4.080.000.000;3.393.300.781;56070700
29/03/2017;4.080.000.000;4.150.000.000;4.080.000.000;4.150.000.000;3.451.519.043;84076600
30/03/2017;4.140.000.000;4.170.000.000;4.110.000.000;4.140.000.000;3.443.201.904;61410200
31/03/2017;4.180.000.000;4.190.000.000;4.130.000.000;4.130.000.000;3.434.885.010;88859000
03/04/2017;4.130.000.000;4.200.000.000;4.130.000.000;4.170.000.000;3.468.153.076;66564400
04/04/2017;4.170.000.000;4.290.000.000;4.170.000.000;4.250.000.000;3.534.687.744;108165500
05/04/2017;4.250.000.000;4.250.000.000;4.250.000.000;4.250.000.000;3.534.687.744;0
06/04/2017;4.180.000.000;4.200.000.000;4.130.000.000;4.170.000.000;3.468.153.076;79905800
07/04/2017;4.130.000.000;4.140.000.000;4.110.000.000;4.130.000.000;3.434.885.010;72954300
10/04/2017;4.110.000.000;4.140.000.000;4.090.000.000;4.100.000.000;3.409.934.326;53211800
11/04/2017;4.110.000.000;4.180.000.000;4.110.000.000;4.150.000.000;3.451.519.043;54580200
12/04/2017;4.170.000.000;4.170.000.000;4.110.000.000;4.150.000.000;3.451.519.043;33441400
13/04/2017;4.150.000.000;4.170.000.000;4.090.000.000;4.090.000.000;3.401.617.676;47225000
17/04/2017;4.090.000.000;4.090.000.000;4.010.000.000;4.010.000.000;3.335.082.275;51373500
18/04/2017;4.060.000.000;4.120.000.000;4.050.000.000;4.070.000.000;3.384.983.887;68193500
19/04/2017;4.070.000.000;4.070.000.000;4.070.000.000;4.070.000.000;3.384.983.887;0
20/04/2017;4.030.000.000;4.150.000.000;4.030.000.000;4.110.000.000;3.418.251.465;110208600
21/04/2017;4.180.000.000;4.420.000.000;4.170.000.000;4.420.000.000;3.676.075.928;237062100
25/04/2017;4.500.000.000;4.520.000.000;4.330.000.000;4.420.000.000;3.676.075.928;213322700
26/04/2017;4.380.000.000;4.410.000.000;4.360.000.000;4.400.000.000;3.659.441.650;103930700
27/04/2017;4.380.000.000;4.400.000.000;4.360.000.000;4.370.000.000;3.634.491.211;78695300
28/04/2017;4.400.000.000;4.410.000.000;4.370.000.000;4.370.000.000;3.634.491.211;124845700
02/05/2017;4.410.000.000;4.450.000.000;4.380.000.000;4.410.000.000;3.667.758.789;140198900
03/05/2017;4.400.000.000;4.400.000.000;4.330.000.000;4.340.000.000;3.708.230.957;92896600
04/05/2017;4.360.000.000;4.390.000.000;4.340.000.000;4.370.000.000;3.733.864.014;100510700
05/05/2017;4.350.000.000;4.360.000.000;4.330.000.000;4.340.000.000;3.708.230.957;43566800
08/05/2017;4.370.000.000;4.380.000.000;4.310.000.000;4.340.000.000;3.708.230.957;85508700
09/05/2017;4.390.000.000;4.450.000.000;4.330.000.000;4.340.000.000;3.708.230.957;90061700
10/05/2017;4.340.000.000;4.410.000.000;4.330.000.000;4.370.000.000;3.733.864.014;85484500
12/05/2017;4.410.000.000;4.440.000.000;4.380.000.000;4.400.000.000;3.759.496.582;84813500
15/05/2017;4.420.000.000;4.420.000.000;4.320.000.000;4.360.000.000;3.725.319.336;88965200
16/05/2017;4.390.000.000;4.390.000.000;4.340.000.000;4.340.000.000;3.708.230.957;79436500
17/05/2017;4.380.000.000;4.380.000.000;4.300.000.000;4.340.000.000;3.708.230.957;65470700
18/05/2017;4.300.000.000;4.340.000.000;4.270.000.000;4.310.000.000;3.682.598.389;78913600
19/05/2017;4.300.000.000;4.650.000.000;4.300.000.000;4.530.000.000;3.870.573.486;140860000
22/05/2017;4.590.000.000;4.670.000.000;4.440.000.000;4.470.000.000;3.819.306.885;92800400
23/05/2017;4.500.000.000;4.520.000.000;4.370.000.000;4.400.000.000;3.759.496.582;70551200
24/05/2017;4.360.000.000;4.410.000.000;4.330.000.000;4.360.000.000;3.725.319.336;76441800
26/05/2017;4.430.000.000;4.490.000.000;4.430.000.000;4.470.000.000;3.819.306.885;123903300
29/05/2017;4.470.000.000;4.470.000.000;4.360.000.000;4.390.000.000;3.750.952.637;69694400
30/05/2017;4.350.000.000;4.380.000.000;4.330.000.000;4.330.000.000;3.699.686.768;57720500
31/05/2017;4.350.000.000;4.370.000.000;4.300.000.000;4.350.000.000;3.716.775.391;184808900
01/06/2017;4.350.000.000;4.350.000.000;4.350.000.000;4.350.000.000;3.716.775.391;0
02/06/2017;4.400.000.000;4.450.000.000;4.340.000.000;4.380.000.000;3.742.408.691;168414800
05/06/2017;4.340.000.000;4.380.000.000;4.300.000.000;4.340.000.000;3.708.230.957;88200300
06/06/2017;4.350.000.000;4.350.000.000;4.300.000.000;4.310.000.000;3.682.598.389;99538800
07/06/2017;4.350.000.000;4.350.000.000;4.290.000.000;4.320.000.000;3.691.142.334;99176400
08/06/2017;4.320.000.000;4.320.000.000;4.300.000.000;4.300.000.000;3.674.053.955;88979800
09/06/2017;4.370.000.000;4.380.000.000;4.320.000.000;4.330.000.000;3.699.686.768;137960200
12/06/2017;4.320.000.000;4.340.000.000;4.310.000.000;4.330.000.000;3.699.686.768;52481100
13/06/2017;4.340.000.000;4.360.000.000;4.330.000.000;4.360.000.000;3.725.319.336;61967400
14/06/2017;4.380.000.000;4.380.000.000;4.330.000.000;4.360.000.000;3.725.319.336;72198600
15/06/2017;4.350.000.000;4.370.000.000;4.330.000.000;4.360.000.000;3.725.319.336;50887900
16/06/2017;4.330.000.000;4.440.000.000;4.330.000.000;4.370.000.000;3.733.864.014;267351200
19/06/2017;4.400.000.000;4.420.000.000;4.390.000.000;4.400.000.000;3.759.496.582;48458800
20/06/2017;4.420.000.000;4.510.000.000;4.400.000.000;4.490.000.000;3.836.395.508;93396600
21/06/2017;4.480.000.000;4.530.000.000;4.460.000.000;4.520.000.000;3.862.028.809;116596300
22/06/2017;4.540.000.000;4.540.000.000;4.500.000.000;4.520.000.000;3.862.028.809;76420700
23/06/2017;4.520.000.000;4.520.000.000;4.520.000.000;4.520.000.000;3.862.028.809;0
26/06/2017;4.520.000.000;4.520.000.000;4.520.000.000;4.520.000.000;3.862.028.809;0
27/06/2017;4.520.000.000;4.520.000.000;4.520.000.000;4.520.000.000;3.862.028.809;0
28/06/2017;4.520.000.000;4.520.000.000;4.520.000.000;4.520.000.000;3.862.028.809;0
29/06/2017;4.520.000.000;4.520.000.000;4.520.000.000;4.520.000.000;3.862.028.809;0
30/06/2017;4.520.000.000;4.520.000.000;4.520.000.000;4.520.000.000;3.862.028.809;0
03/07/2017;4.530.000.000;4.790.000.000;4.520.000.000;4.790.000.000;4.092.724.609;213322100
04/07/2017;4.710.000.000;4.730.000.000;4.590.000.000;4.590.000.000;3.921.838.623;126977200
05/07/2017;4.550.000.000;4.590.000.000;4.530.000.000;4.580.000.000;3.913.294.434;76950600
06/07/2017;4.570.000.000;4.680.000.000;4.570.000.000;4.650.000.000;3.973.104.736;74712800
07/07/2017;4.640.000.000;4.690.000.000;4.630.000.000;4.630.000.000;3.956.016.113;74859600
10/07/2017;4.670.000.000;4.670.000.000;4.560.000.000;4.570.000.000;3.904.750.244;40905200
11/07/2017;4.590.000.000;4.640.000.000;4.560.000.000;4.600.000.000;3.930.383.301;59015400
12/07/2017;4.580.000.000;4.640.000.000;4.580.000.000;4.620.000.000;3.947.471.924;42386500
13/07/2017;4.660.000.000;4.680.000.000;4.580.000.000;4.600.000.000;3.930.383.301;83010800
14/07/2017;4.580.000.000;4.620.000.000;4.570.000.000;4.600.000.000;3.930.383.301;61198800
17/07/2017;4.570.000.000;4.650.000.000;4.570.000.000;4.650.000.000;3.973.104.736;53983200
18/07/2017;4.660.000.000;4.660.000.000;4.590.000.000;4.630.000.000;3.956.016.113;63087200
19/07/2017;4.630.000.000;4.630.000.000;4.570.000.000;4.600.000.000;3.930.383.301;31882000
20/07/2017;4.620.000.000;4.650.000.000;4.600.000.000;4.630.000.000;3.956.016.113;65946300
21/07/2017;4.600.000.000;4.620.000.000;4.530.000.000;4.560.000.000;3.896.205.566;61852600
24/07/2017;4.500.000.000;4.650.000.000;4.500.000.000;4.650.000.000;3.973.104.736;139361700
25/07/2017;4.680.000.000;4.740.000.000;4.640.000.000;4.720.000.000;4.032.914.795;82776400
26/07/2017;4.700.000.000;4.740.000.000;4.650.000.000;4.700.000.000;4.015.826.416;65286900
27/07/2017;4.700.000.000;4.720.000.000;4.650.000.000;4.650.000.000;3.973.104.736;79556300
28/07/2017;4.670.000.000;4.720.000.000;4.660.000.000;4.700.000.000;4.015.826.416;77012600
31/07/2017;4.680.000.000;4.750.000.000;4.670.000.000;4.690.000.000;4.007.281.982;105620500
01/08/2017;4.700.000.000;4.820.000.000;4.690.000.000;4.770.000.000;4.075.636.230;98006400
02/08/2017;4.800.000.000;4.840.000.000;4.780.000.000;4.800.000.000;4.101.269.043;76646000
03/08/2017;4.760.000.000;4.790.000.000;4.670.000.000;4.700.000.000;4.015.826.416;57453500
04/08/2017;4.700.000.000;4.710.000.000;4.660.000.000;4.670.000.000;3.990.193.115;53596700
07/08/2017;4.670.000.000;4.730.000.000;4.660.000.000;4.670.000.000;3.990.193.115;50259300
08/08/2017;4.650.000.000;4.690.000.000;4.650.000.000;4.690.000.000;4.007.281.982;55006100
09/08/2017;4.670.000.000;4.720.000.000;4.670.000.000;4.710.000.000;4.024.370.361;67040700
10/08/2017;4.720.000.000;4.730.000.000;4.700.000.000;4.710.000.000;4.024.370.361;36139000
11/08/2017;4.690.000.000;4.700.000.000;4.660.000.000;4.680.000.000;3.998.738.037;61681900
14/08/2017;4.720.000.000;4.730.000.000;4.700.000.000;4.710.000.000;4.024.370.361;45942500
15/08/2017;4.750.000.000;4.750.000.000;4.710.000.000;4.730.000.000;4.041.459.717;62541500
16/08/2017;4.750.000.000;4.780.000.000;4.730.000.000;4.770.000.000;4.075.636.230;72564900
17/08/2017;4.770.000.000;4.770.000.000;4.770.000.000;4.770.000.000;4.075.636.230;0
18/08/2017;4.770.000.000;4.820.000.000;4.770.000.000;4.780.000.000;4.084.181.152;72171800
21/08/2017;4.800.000.000;4.800.000.000;4.730.000.000;4.770.000.000;4.075.636.230;36963300
22/08/2017;4.800.000.000;4.810.000.000;4.770.000.000;4.790.000.000;4.092.724.609;45279100
23/08/2017;4.800.000.000;4.810.000.000;4.750.000.000;4.800.000.000;4.101.269.043;55475800
24/08/2017;4.800.000.000;4.800.000.000;4.760.000.000;4.780.000.000;4.084.181.152;59747100
25/08/2017;4.800.000.000;4.810.000.000;4.770.000.000;4.770.000.000;4.075.636.230;34666200
28/08/2017;4.740.000.000;4.770.000.000;4.720.000.000;4.750.000.000;4.058.547.607;42681600
29/08/2017;4.740.000.000;4.760.000.000;4.710.000.000;4.730.000.000;4.041.459.717;66770700
30/08/2017;4.720.000.000;4.760.000.000;4.720.000.000;4.740.000.000;4.050.003.174;41010800
31/08/2017;4.740.000.000;4.750.000.000;4.690.000.000;4.690.000.000;4.007.281.982;60803000
01/09/2017;4.690.000.000;4.690.000.000;4.690.000.000;4.690.000.000;4.007.281.982;0
04/09/2017;4.710.000.000;4.710.000.000;4.660.000.000;4.680.000.000;3.998.738.037;74663400
05/09/2017;4.670.000.000;4.680.000.000;4.620.000.000;4.650.000.000;3.973.104.736;71280300
06/09/2017;4.650.000.000;4.730.000.000;4.650.000.000;4.710.000.000;4.024.370.361;60257800
07/09/2017;4.700.000.000;4.730.000.000;4.690.000.000;4.700.000.000;4.015.826.416;47238900
08/09/2017;4.670.000.000;4.720.000.000;4.670.000.000;4.720.000.000;4.032.914.795;40939600
11/09/2017;4.710.000.000;4.720.000.000;4.700.000.000;4.710.000.000;4.024.370.361;45419200
12/09/2017;4.720.000.000;4.730.000.000;4.700.000.000;4.720.000.000;4.032.914.795;68810000
13/09/2017;4.650.000.000;4.730.000.000;4.650.000.000;4.690.000.000;4.007.281.982;55115400
14/09/2017;4.690.000.000;4.700.000.000;4.660.000.000;4.670.000.000;3.990.193.115;53421400
15/09/2017;4.650.000.000;4.700.000.000;4.650.000.000;4.690.000.000;4.007.281.982;112759200
18/09/2017;4.680.000.000;4.720.000.000;4.660.000.000;4.710.000.000;4.024.370.361;61345400
19/09/2017;4.690.000.000;4.720.000.000;4.680.000.000;4.710.000.000;4.024.370.361;54676900
20/09/2017;4.690.000.000;4.710.000.000;4.680.000.000;4.690.000.000;4.007.281.982;58141200
21/09/2017;4.690.000.000;4.690.000.000;4.690.000.000;4.690.000.000;4.007.281.982;0
22/09/2017;4.690.000.000;4.690.000.000;4.610.000.000;4.640.000.000;3.964.560.059;100046700
25/09/2017;4.620.000.000;4.670.000.000;4.610.000.000;4.650.000.000;3.973.104.736;33070000
26/09/2017;4.640.000.000;4.710.000.000;4.640.000.000;4.690.000.000;4.007.281.982;83557100
27/09/2017;4.690.000.000;4.710.000.000;4.680.000.000;4.700.000.000;4.015.826.416;60995800
28/09/2017;4.720.000.000;4.740.000.000;4.710.000.000;4.710.000.000;4.024.370.361;105241200
29/09/2017;4.700.000.000;4.750.000.000;4.670.000.000;4.680.000.000;3.998.738.037;202031900
02/10/2017;4.690.000.000;4.690.000.000;4.660.000.000;4.680.000.000;3.998.738.037;79696400
03/10/2017;4.650.000.000;4.700.000.000;4.640.000.000;4.690.000.000;4.007.281.982;113933700
04/10/2017;4.660.000.000;4.710.000.000;4.660.000.000;4.690.000.000;4.007.281.982;101963100
05/10/2017;4.680.000.000;4.690.000.000;4.640.000.000;4.660.000.000;3.981.648.682;164687600
06/10/2017;4.680.000.000;4.680.000.000;4.630.000.000;4.660.000.000;3.981.648.682;83595800
09/10/2017;4.640.000.000;4.660.000.000;4.610.000.000;4.620.000.000;3.947.471.924;73027700
10/10/2017;4.650.000.000;4.650.000.000;4.510.000.000;4.530.000.000;3.870.573.486;95524700
11/10/2017;4.540.000.000;4.550.000.000;4.310.000.000;4.400.000.000;3.759.496.582;365951800
12/10/2017;4.380.000.000;4.490.000.000;4.370.000.000;4.440.000.000;3.793.673.828;163091000
13/10/2017;4.440.000.000;4.450.000.000;4.400.000.000;4.430.000.000;3.785.129.883;122491000
16/10/2017;4.380.000.000;4.480.000.000;4.380.000.000;4.450.000.000;3.802.218.506;167517000
17/10/2017;4.400.000.000;4.410.000.000;4.320.000.000;4.400.000.000;3.759.496.582;286827400
18/10/2017;4.400.000.000;4.400.000.000;4.190.000.000;4.300.000.000;3.674.053.955;379725700
19/10/2017;4.230.000.000;4.250.000.000;4.180.000.000;4.210.000.000;3.597.155.029;231274800
20/10/2017;4.250.000.000;4.290.000.000;4.200.000.000;4.270.000.000;3.648.421.143;107642900
23/10/2017;4.270.000.000;4.320.000.000;4.240.000.000;4.250.000.000;3.631.332.031;118213500
24/10/2017;4.270.000.000;4.270.000.000;4.230.000.000;4.230.000.000;3.614.243.896;69942200
25/10/2017;4.210.000.000;4.230.000.000;4.060.000.000;4.090.000.000;3.494.623.535;308355300
26/10/2017;4.010.000.000;4.260.000.000;4.010.000.000;4.160.000.000;3.554.433.350;348271000
27/10/2017;4.190.000.000;4.200.000.000;4.080.000.000;4.150.000.000;3.545.889.160;122923500
30/10/2017;4.150.000.000;4.180.000.000;4.080.000.000;4.080.000.000;3.486.079.102;140445100
31/10/2017;4.150.000.000;4.150.000.000;4.030.000.000;4.030.000.000;3.443.357.178;111757900
01/11/2017;4.070.000.000;4.080.000.000;3.910.000.000;3.950.000.000;3.375.002.686;267366500
02/11/2017;3.980.000.000;4.110.000.000;3.970.000.000;4.030.000.000;3.443.357.178;154764900
03/11/2017;4.050.000.000;4.100.000.000;4.010.000.000;4.090.000.000;3.494.623.535;80926400
06/11/2017;4.100.000.000;4.210.000.000;4.070.000.000;4.190.000.000;3.580.066.406;177511800
07/11/2017;4.180.000.000;4.210.000.000;4.160.000.000;4.190.000.000;3.580.066.406;84694700
08/11/2017;4.160.000.000;4.160.000.000;4.100.000.000;4.100.000.000;3.503.167.480;145225500
09/11/2017;4.100.000.000;4.180.000.000;4.100.000.000;4.160.000.000;3.554.433.350;91933800
10/11/2017;4.130.000.000;4.160.000.000;4.120.000.000;4.120.000.000;3.520.256.104;56993800
13/11/2017;4.130.000.000;4.160.000.000;4.100.000.000;4.100.000.000;3.503.167.480;92109100
14/11/2017;4.100.000.000;4.110.000.000;4.070.000.000;4.080.000.000;3.486.079.102;64809800
15/11/2017;4.090.000.000;4.180.000.000;4.080.000.000;4.130.000.000;3.528.800.537;96128400
16/11/2017;4.150.000.000;4.230.000.000;4.150.000.000;4.200.000.000;3.588.610.840;134137000
17/11/2017;4.200.000.000;4.230.000.000;4.200.000.000;4.200.000.000;3.588.610.840;80261800
20/11/2017;4.220.000.000;4.220.000.000;4.150.000.000;4.150.000.000;3.545.889.160;48453900
21/11/2017;4.170.000.000;4.200.000.000;4.150.000.000;4.200.000.000;3.588.610.840;96842900
22/11/2017;4.220.000.000;4.220.000.000;4.190.000.000;4.200.000.000;3.588.610.840;69602300
23/11/2017;4.200.000.000;4.270.000.000;4.200.000.000;4.250.000.000;3.631.332.031;62887900
24/11/2017;4.220.000.000;4.320.000.000;4.220.000.000;4.320.000.000;3.691.142.334;87879900
27/11/2017;4.320.000.000;4.350.000.000;4.280.000.000;4.300.000.000;3.674.053.955;82769500
28/11/2017;4.270.000.000;4.290.000.000;4.230.000.000;4.240.000.000;3.622.787.842;99928100
29/11/2017;4.220.000.000;4.240.000.000;4.180.000.000;4.200.000.000;3.588.610.840;79872900
30/11/2017;4.200.000.000;4.220.000.000;4.150.000.000;4.150.000.000;3.545.889.160;185905200
01/12/2017;4.150.000.000;4.150.000.000;4.150.000.000;4.150.000.000;3.545.889.160;0
04/12/2017;4.180.000.000;4.230.000.000;4.160.000.000;4.200.000.000;3.588.610.840;78040500
05/12/2017;4.210.000.000;4.220.000.000;4.180.000.000;4.200.000.000;3.588.610.840;96504800
06/12/2017;4.160.000.000;4.210.000.000;4.160.000.000;4.200.000.000;3.588.610.840;92126500
07/12/2017;4.200.000.000;4.210.000.000;4.160.000.000;4.200.000.000;3.588.610.840;52703100
08/12/2017;4.150.000.000;4.200.000.000;4.120.000.000;4.140.000.000;3.537.344.727;88536500
11/12/2017;4.110.000.000;4.150.000.000;4.110.000.000;4.140.000.000;3.537.344.727;47625800
12/12/2017;4.150.000.000;4.190.000.000;4.150.000.000;4.170.000.000;3.562.978.027;63036000
13/12/2017;4.150.000.000;4.200.000.000;4.150.000.000;4.200.000.000;3.588.610.840;49020200
14/12/2017;4.220.000.000;4.250.000.000;4.200.000.000;4.250.000.000;3.631.332.031;61517800
15/12/2017;4.200.000.000;4.240.000.000;4.180.000.000;4.230.000.000;3.614.243.896;77110600
18/12/2017;4.250.000.000;4.250.000.000;4.170.000.000;4.240.000.000;3.622.787.842;47756500
19/12/2017;4.200.000.000;4.200.000.000;4.170.000.000;4.190.000.000;3.580.066.406;85383600
20/12/2017;4.190.000.000;4.200.000.000;4.160.000.000;4.160.000.000;3.554.433.350;87778400
21/12/2017;4.190.000.000;4.250.000.000;4.170.000.000;4.250.000.000;3.631.332.031;83893400
22/12/2017;4.250.000.000;4.300.000.000;4.210.000.000;4.300.000.000;3.674.053.955;50330400
25/12/2017;4.300.000.000;4.300.000.000;4.300.000.000;4.300.000.000;3.674.053.955;0
26/12/2017;4.300.000.000;4.300.000.000;4.300.000.000;4.300.000.000;3.674.053.955;0
27/12/2017;4.270.000.000;4.310.000.000;4.270.000.000;4.300.000.000;3.674.053.955;32211800
28/12/2017;4.300.000.000;4.390.000.000;4.270.000.000;4.390.000.000;3.750.952.637;88576700
29/12/2017;4.390.000.000;4.460.000.000;4.390.000.000;4.440.000.000;3.793.673.828;110053200
01/01/2018;4.440.000.000;4.440.000.000;4.440.000.000;4.440.000.000;3.793.673.828;0
02/01/2018;4.430.000.000;4.460.000.000;4.380.000.000;4.410.000.000;3.768.041.260;66075600
03/01/2018;4.380.000.000;4.380.000.000;4.200.000.000;4.230.000.000;3.614.243.896;129205000
04/01/2018;4.230.000.000;4.250.000.000;4.190.000.000;4.220.000.000;3.605.699.219;77953300
05/01/2018;4.220.000.000;4.280.000.000;4.200.000.000;4.280.000.000;3.656.965.088;55863000
08/01/2018;4.250.000.000;4.290.000.000;4.250.000.000;4.260.000.000;3.639.876.709;42916700
09/01/2018;4.240.000.000;4.240.000.000;4.180.000.000;4.200.000.000;3.588.610.840;100497400
10/01/2018;4.200.000.000;4.250.000.000;4.180.000.000;4.190.000.000;3.580.066.406;95004000
11/01/2018;4.200.000.000;4.200.000.000;4.150.000.000;4.170.000.000;3.562.978.027;80524900
12/01/2018;4.160.000.000;4.190.000.000;4.130.000.000;4.130.000.000;3.528.800.537;70976800
15/01/2018;4.160.000.000;4.170.000.000;4.100.000.000;4.120.000.000;3.520.256.104;71388000
16/01/2018;4.150.000.000;4.220.000.000;4.120.000.000;4.210.000.000;3.597.155.029;84393300
17/01/2018;4.210.000.000;4.220.000.000;4.180.000.000;4.200.000.000;3.588.610.840;77197700
18/01/2018;4.210.000.000;4.240.000.000;4.160.000.000;4.170.000.000;3.562.978.027;100089500
19/01/2018;4.190.000.000;4.190.000.000;4.120.000.000;4.160.000.000;3.554.433.350;70890100
22/01/2018;4.120.000.000;4.160.000.000;4.120.000.000;4.130.000.000;3.528.800.537;83090400
23/01/2018;4.160.000.000;4.160.000.000;4.030.000.000;4.090.000.000;3.494.623.535;184176500
